Nome da conta;Número da conta;Nome do veículo;Número do veículo;Total de dias da operação;Data inicial da operação;Data final da operação;Total de dias;Distância percorrida;Por dia;Hodômetro inicial;Hodômetro final;Velocidade máxima;Velocidade média;Velocidade média em movimento;Litros consumidos;Consumo médio do veículo;Movimento;Faixa verde;Marcha lenta excessiva;Ignição ligada;Percentual de tempo de condução sem chuva;Percentual de tempo de condução na chuva;Condução sem chuva;Condução na chuva;Movimento médio diário;Quantidade de violações - Aceleração brusca;Quantidade de violações - Banguela;Quantidade de violações - Freadas bruscas;Quantidade de violações - Marcha lenta excessiva;Quantidade de violações - Partida a frio;Quantidade de violações - Violação de faixa verde;Quantidade de violações - Violação de RPM;Quantidade de violações - Violação de velocidade;Quantidade de violações - Violação de velocidade na chuva;Tempo total - Aceleração brusca;Tempo total - Banguela;Tempo total - Freadas bruscas;Tempo total - Marcha lenta excessiva;Tempo total - Partida a frio;Tempo total - Violação de faixa verde;Tempo total - Violação de RPM;Tempo total - Violação de velocidade;Tempo total - Violação de velocidade na chuva;
Prime;268497701;2486 - RXV5F83;262731;24;04/05/2025;03/06/2025;31;5.772,39;240,52;275.715,20;281.487,59;101,00;20,98;70,19;2.608,50;2,21;82:14:27;76:20:28;12:05:58;275:07:19;100,00;0,00;82:14:27;00:00:00;03:25:36;9;0;9;72;5;674;0;3;0;00:00:18;00:00:00;00:00:20;12:05:58;00:01:17;05:53:59;00:00:00;00:01:01;00:00:00;
Prime;268497701;2488 - RXV5C03;262819;30;04/05/2025;03/06/2025;31;7.427,69;247,59;300.818,90;308.251,50;98,00;47,72;62,68;3.267,50;2,27;118:29:49;114:46:29;13:53:30;155:38:22;100,00;0,00;118:29:49;00:00:00;03:57:00;5;0;4;76;8;505;0;1;0;00:00:10;00:00:00;00:00:11;13:53:30;00:02:13;03:43:20;00:00:00;00:00:31;00:00:00;
Prime;268497701;2490 - RXV5H13;264060;29;04/05/2025;03/06/2025;31;6.483,80;223,58;308.508,20;314.992,00;93,00;36,80;68,13;2.944,00;2,20;95:09:51;92:52:04;16:34:43;176:10:07;100,00;0,00;95:09:51;00:00:00;03:16:53;0;0;0;76;11;257;0;0;0;00:00:00;00:00:00;00:00:00;16:34:43;00:02:25;02:17:47;00:00:00;00:00:00;00:00:00;
Prime;268497701;2494 - RXV7E03;263142;31;04/05/2025;03/06/2025;31;8.294,70;267,57;275.370,80;283.665,50;91,00;42,34;67,95;3.612,00;2,30;122:04:34;114:21:17;16:55:19;195:54:10;100,00;0,00;122:04:34;00:00:00;03:56:17;4;0;1;82;13;684;0;0;0;00:00:08;00:00:00;00:00:04;16:55:19;00:04:35;07:43:17;00:00:00;00:00:00;00:00:00;
Prime;268497701;2496 - RXV7D73;262714;29;05/05/2025;03/06/2025;31;8.515,39;293,63;277.796,70;286.312,09;92,00;50,91;63,20;3.424,50;2,49;134:44:28;127:30:07;05:26:41;167:16:04;100,00;0,00;134:44:28;00:00:00;04:38:46;2;0;0;42;39;846;1;0;0;00:00:04;00:00:00;00:00:00;05:26:41;00:12:08;07:14:21;00:00:11;00:00:00;00:00:00;
Prime;268497701;2498 - RXV5J63;264212;28;04/05/2025;03/06/2025;31;6.006,69;214,52;325.336,90;331.343,59;95,00;32,67;71,29;2.807,50;2,14;84:15:30;79:33:30;25:35:59;183:50:55;100,00;0,00;84:15:30;00:00:00;03:00:33;12;0;3;161;23;565;0;1;0;00:00:24;00:00:00;00:00:06;25:35:59;00:04:03;04:42:00;00:00:00;00:00:19;00:00:00;
Prime;268497701;2500 - RXV5I23;262588;31;04/05/2025;03/06/2025;31;8.225,99;265,35;282.285,50;290.563,09;96,00;47,45;63,93;3.583,50;2,30;128:39:53;121:02:18;13:10:10;173:22:04;100,00;0,00;128:39:53;00:00:00;04:09:02;26;0;7;54;37;942;5;2;0;00:00:53;00:00:00;00:00:17;13:10:10;00:09:52;07:37:35;00:01:03;00:00:35;00:00:00;
Prime;268497701;2502 - RXV7D43;264208;31;04/05/2025;03/06/2025;31;8.446,50;272,47;273.030,80;281.477,40;94,00;48,84;62,10;3.649,00;2,31;136:01:18;131:07:07;09:16:30;172:55:56;100,00;0,00;136:01:18;00:00:00;04:23:16;1;0;1;70;8;641;67;1;0;00:00:02;00:00:00;00:00:02;09:16:30;00:01:57;04:54:11;00:19:03;00:00:18;00:00:00;
Prime;268497701;2504 - RXV7D23;263627;26;04/05/2025;03/06/2025;31;7.489,50;288,06;292.541,70;300.031,20;100,00;28,95;66,48;3.096,00;2,42;112:39:25;109:01:17;07:53:28;258:41:46;100,00;0,00;112:39:25;00:00:00;04:19:59;2;0;0;47;20;500;0;5;0;00:00:04;00:00:00;00:00:00;07:53:28;00:06:10;03:38:08;00:00:00;00:01:39;00:00:00;
Prime;268497701;2506 - RXV7C63;262712;31;04/05/2025;03/06/2025;31;4.453,80;143,67;322.553,00;327.006,80;96,00;46,46;60,74;1.810,50;2,46;73:19:21;73:19:21;06:42:48;95:51:40;100,00;0,00;73:19:21;00:00:00;02:21:55;0;0;0;47;4;0;0;0;0;00:00:00;00:00:00;00:00:00;06:42:48;00:01:34;00:00:00;00:00:00;00:00:00;00:00:00;
Prime;268497701;2508 - RXV5H53;263710;30;04/05/2025;03/06/2025;31;2.930,20;97,67;297.508,30;300.438,50;95,00;42,33;63,87;1.286,50;2,28;45:52:35;42:02:12;11:06:58;69:13:32;100,00;0,00;45:52:35;00:00:00;01:31:45;0;0;0;68;6;463;0;0;0;00:00:00;00:00:00;00:00:00;11:06:58;00:01:35;03:50:23;00:00:00;00:00:00;00:00:00;
Prime;268497701;2510 - RXV6E63;264193;27;04/05/2025;03/06/2025;31;6.551,30;242,64;286.088,50;292.639,80;93,00;31,16;68,16;2.608,50;2,51;96:07:16;92:47:04;01:10:49;210:15:23;100,00;0,00;96:07:16;00:00:00;03:33:36;0;0;0;10;8;254;0;0;0;00:00:00;00:00:00;00:00:00;01:10:49;00:02:55;03:20:12;00:00:00;00:00:00;00:00:00;
Prime;268497701;2512 - RXV5E13;262594;29;04/05/2025;03/06/2025;31;5.537,60;190,95;301.732,90;307.270,50;97,00;31,39;63,77;2.033,00;2,72;86:50:22;82:07:27;20:28:23;176:23:22;100,00;0,00;86:50:22;00:00:00;02:59:40;0;0;1;80;33;482;0;1;0;00:00:00;00:00:00;00:00:02;20:28:23;00:07:05;04:42:55;00:00:00;00:00:20;00:00:00;
Prime;268497701;2514 - RXV5G13;262355;31;04/05/2025;03/06/2025;31;10.478,50;338,02;295.382,40;305.860,90;96,00;55,09;66,88;3.790,50;2,76;156:40:09;155:21:40;07:17:09;190:12:07;100,00;0,00;156:40:09;00:00:00;05:03:14;0;0;0;30;29;158;0;1;0;00:00:00;00:00:00;00:00:00;07:17:09;00:09:06;01:18:29;00:00:00;00:00:24;00:00:00;
Prime;268497701;2516 - RXV6E13;263948;30;04/05/2025;02/06/2025;31;9.449,30;314,98;290.021,50;299.470,80;101,00;49,98;64,29;3.942,00;2,40;146:59:07;139:32:52;10:44:28;189:03:00;100,00;0,00;146:59:07;00:00:00;04:53:58;3;0;0;80;41;872;1;1;0;00:00:06;00:00:00;00:00:00;10:44:28;00:10:24;07:26:15;00:00:12;00:00:16;00:00:00;
Prime;268497701;2518 - RXV5I93;262506;30;04/05/2025;03/06/2025;31;8.462,11;282,07;311.798,09;320.260,20;97,00;49,37;62,53;3.668,00;2,31;135:20:03;134:25:56;07:18:11;171:23:53;100,00;0,00;135:20:03;00:00:00;04:30:40;0;0;2;55;15;143;0;1;0;00:00:00;00:00:00;00:00:04;07:18:11;00:02:17;00:54:07;00:00:00;00:00:18;00:00:00;
Prime;268497701;2520 - RXV6A83;262676;30;04/05/2025;03/06/2025;31;8.663,91;288,80;277.444,59;286.108,50;100,00;55,61;67,39;3.404,50;2,54;128:33:49;125:00:46;05:39:53;155:48:02;100,00;0,00;128:33:49;00:00:00;04:17:08;1;0;1;34;31;459;0;1;0;00:00:02;00:00:00;00:00:02;05:39:53;00:08:37;03:33:03;00:00:00;00:00:17;00:00:00;
Prime;268497701;2522 - RXV6G93;264379;29;04/05/2025;03/06/2025;31;7.951,00;274,17;253.312,50;261.263,50;89,00;43,34;59,75;3.236,50;2,46;133:03:46;131:51:08;09:16:21;183:27:06;100,00;0,00;133:03:46;00:00:00;04:35:18;0;0;2;72;25;174;0;0;0;00:00:00;00:00:00;00:00:05;09:16:21;00:06:33;01:12:38;00:00:00;00:00:00;00:00:00;
Prime;268497701;2524 - RXV7A23;263831;24;05/05/2025;02/06/2025;31;1.609,39;67,06;299.365,20;300.974,59;96,00;25,44;44,95;796,00;2,02;35:48:12;34:45:14;11:22:54;63:16:15;100,00;0,00;35:48:12;00:00:00;01:29:30;13;0;0;62;7;127;2;1;0;00:00:28;00:00:00;00:00:00;11:22:54;00:00:48;01:02:58;00:00:29;00:00:21;00:00:00;
Prime;268497701;2526 - RXV7E33;263829;28;04/05/2025;03/06/2025;31;2.615,90;93,42;281.768,30;284.384,20;93,00;32,57;59,71;1.055,50;2,48;43:48:36;41:55:18;07:05:19;80:18:52;100,00;0,00;43:48:36;00:00:00;01:33:53;21;0;0;48;12;245;0;1;0;00:00:45;00:00:00;00:00:00;07:05:19;00:03:24;01:53:18;00:00:00;00:00:26;00:00:00;
Prime;268497701;2528 - RXV6G23;264222;25;04/05/2025;03/06/2025;31;2.744,50;109,78;296.226,20;298.970,70;90,00;11,36;54,47;1.293,50;2,12;50:23:19;49:00:31;14:05:38;241:36:26;100,00;0,00;50:23:19;00:00:00;02:00:56;0;0;0;83;4;186;2;0;0;00:00:00;00:00:00;00:00:00;14:05:38;00:00:53;01:22:48;00:00:26;00:00:00;00:00:00;
Prime;268497701;2530 - RXV6F73;262665;30;04/05/2025;03/06/2025;31;6.422,10;214,07;282.236,40;288.658,50;95,00;43,20;57,51;2.779,50;2,31;111:40:31;108:05:43;18:55:38;148:38:43;100,00;0,00;111:40:31;00:00:00;03:43:21;0;0;1;98;5;305;0;1;0;00:00:00;00:00:00;00:00:02;18:55:38;00:01:21;03:34:48;00:00:00;00:00:16;00:00:00;
Prime;268497701;2532 - RXV5E53;263623;30;04/05/2025;03/06/2025;31;6.300,10;210,00;296.982,90;303.283,00;97,00;46,76;66,04;2.536,00;2,48;95:23:43;91:23:58;11:28:11;134:43:54;100,00;0,00;95:23:43;00:00:00;03:10:47;4;0;9;49;14;540;0;2;0;00:00:08;00:00:00;00:00:21;11:28:11;00:05:10;03:59:45;00:00:00;00:00:36;00:00:00;
Prime;268497701;2534 - RLO0F04;266695;31;04/05/2025;03/06/2025;31;9.536,70;307,64;311.413,20;320.949,90;93,00;54,19;67,48;4.158,90;2,29;141:19:58;137:42:37;12:32:22;175:59:54;100,00;0,00;141:19:58;00:00:00;04:33:33;2;0;0;77;18;488;0;0;0;00:00:04;00:00:00;00:00:00;12:32:22;00:05:29;03:37:21;00:00:00;00:00:00;00:00:00;
Prime;268497701;2536 - RXL3J64;264153;29;04/05/2025;03/06/2025;31;7.306,09;251,93;283.387,90;290.694,09;93,00;51,95;65,33;2.534,40;2,88;111:49:45;110:44:54;11:18:46;140:37:48;100,00;0,00;111:49:45;00:00:00;03:51:22;50;0;3;65;18;151;0;0;0;00:01:45;00:00:00;00:00:06;11:18:46;00:05:34;01:04:51;00:00:00;00:00:00;00:00:00;
Prime;268497701;2538 - RXL5D14;263712;30;04/05/2025;03/06/2025;31;7.228,30;240,94;333.410,90;340.639,20;92,00;53,82;65,29;2.617,20;2,76;110:42:35;109:49:15;07:31:51;134:17:35;100,00;0,00;110:42:35;00:00:00;03:41:25;3;0;0;43;21;94;0;1;0;00:00:06;00:00:00;00:00:00;07:31:51;00:05:35;00:53:20;00:00:00;00:00:16;00:00:00;
Prime;268497701;2540 - RXL5C14;263718;31;04/05/2025;03/06/2025;31;8.945,90;288,58;335.965,60;344.911,50;92,00;52,53;60,95;-14.934,90;0,00;146:46:55;141:54:10;03:20:17;170:18:04;100,00;0,00;146:46:55;00:00:00;04:44:06;10;0;3;23;35;481;0;1;0;00:00:20;00:00:00;00:00:07;03:20:17;00:09:27;04:52:45;00:00:00;00:00:19;00:00:00;
Prime;268497701;2544 - RXN3C94;263662;28;04/05/2025;03/06/2025;31;9.303,80;332,28;303.242,00;312.545,90;94,00;39,81;63,90;-40.727,10;0,00;145:36:18;145:00:35;04:29:29;233:41:33;100,00;0,00;145:36:18;00:00:00;05:12:01;0;0;0;32;28;78;0;0;0;00:00:00;00:00:00;00:00:00;04:29:29;00:08:46;00:35:43;00:00:00;00:00:00;00:00:00;
Prime;268497701;2546 - RXL5E54;263138;25;04/05/2025;03/06/2025;31;4.982,90;199,32;342.914,80;347.897,70;92,00;22,46;64,25;1.886,40;2,64;77:33:37;77:28:00;01:52:23;221:50:29;100,00;0,00;77:33:37;00:00:00;03:06:09;0;0;0;15;11;13;0;0;0;00:00:00;00:00:00;00:00:00;01:52:23;00:02:41;00:05:37;00:00:00;00:00:00;00:00:00;
Prime;268497701;2548 - RXL5E04;263968;29;04/05/2025;03/06/2025;31;5.959,90;205,51;287.753,90;293.713,80;95,00;46,61;67,34;2.335,80;2,55;88:30:26;85:41:09;18:39:33;127:51:42;100,00;0,00;88:30:26;00:00:00;03:03:07;2;0;0;105;17;297;0;4;0;00:00:04;00:00:00;00:00:00;18:39:33;00:04:36;02:49:17;00:00:00;00:01:09;00:00:00;
Prime;268497701;2550 - RXL5D54;264010;31;04/05/2025;03/06/2025;31;6.712,41;216,53;280.717,59;287.430,00;93,00;42,91;58,93;2.636,10;2,55;113:54:30;113:34:29;11:08:07;156:25:50;100,00;0,00;113:54:30;00:00:00;03:40:28;5;0;1;68;13;48;0;0;0;00:00:10;00:00:00;00:00:02;11:08:07;00:04:40;00:20:01;00:00:00;00:00:00;00:00:00;
Prime;268497701;2552 - RXL5D94;263686;31;04/05/2025;03/06/2025;31;6.253,71;201,73;275.740,09;281.993,80;94,00;48,89;66,34;2.392,10;2,61;94:15:38;92:55:45;13:29:39;127:55:36;100,00;0,00;94:15:38;00:00:00;03:02:26;17;0;1;83;14;122;1;0;0;00:00:35;00:00:00;00:00:02;13:29:39;00:04:01;01:19:53;00:00:15;00:00:00;00:00:00;
Prime;268497701;2554 - RXN4I54;263926;31;04/05/2025;03/06/2025;31;9.787,00;315,71;41.943,80;51.730,80;99,00;52,70;65,59;3.502,50;2,79;149:12:24;147:56:31;08:07:32;185:42:32;100,00;0,00;149:12:24;00:00:00;04:48:47;5;0;8;42;16;116;0;15;0;00:00:11;00:00:00;00:00:18;08:07:32;00:05:15;01:15:53;00:00:00;00:05:18;00:00:00;
Prime;268497701;2556 - RXN4I34;263644;26;05/05/2025;03/06/2025;31;8.379,50;322,29;278.031,09;286.410,59;96,00;35,73;46,51;3.047,40;2,75;180:09:41;177:41:47;11:27:39;234:33:19;100,00;0,00;180:09:41;00:00:00;06:55:45;5;0;0;79;16;236;0;6;0;00:00:10;00:00:00;00:00:00;11:27:39;00:05:05;02:27:54;00:00:00;00:02:15;00:00:00;
Prime;268497701;2558 - RXN4J34;272158;31;04/05/2025;03/06/2025;31;3.016,90;97,32;280.573,90;283.590,80;93,00;42,04;64,44;1.195,40;2,52;46:48:54;46:04:43;15:30:24;71:45:20;100,00;0,00;46:48:54;00:00:00;01:30:37;0;0;2;85;6;89;0;0;0;00:00:00;00:00:00;00:00:04;15:30:24;00:01:54;00:44:11;00:00:00;00:00:00;00:00:00;
Prime;268497701;2560 - RXN4J44;263987;30;04/05/2025;03/06/2025;31;7.999,11;266,64;294.334,09;302.333,30;93,00;49,79;62,99;3.400,20;2,35;126:59:40;122:48:02;16:10:34;160:39:58;100,00;0,00;126:59:40;00:00:00;04:13:59;2;0;0;88;5;405;6;1;0;00:00:04;00:00:00;00:00:00;16:10:34;00:01:31;04:11:38;00:02:19;00:00:17;00:00:00;
Prime;268497701;2562 - RXN4I24;262599;18;17/05/2025;03/06/2025;31;2.995,00;166,39;228.239,00;240.801,90;92,00;49,21;68,22;1.142,00;2,62;43:54:08;42:53:34;07:45:49;60:51:48;100,00;0,00;43:54:08;00:00:00;02:26:20;13;0;0;35;20;120;0;0;0;00:00:30;00:00:00;00:00:00;07:45:49;00:05:00;01:00:34;00:00:00;00:00:00;00:00:00;
Prime;268497701;2564 - RXN4A34;263210;30;05/05/2025;03/06/2025;31;7.313,20;243,77;302.764,70;310.078,00;96,00;39,68;63,15;3.031,70;2,41;115:48:40;113:35:24;05:03:35;184:17:16;100,00;0,00;115:48:40;00:00:00;03:51:37;38;0;9;34;106;257;0;3;0;00:01:18;00:00:00;00:00:18;05:03:35;00:27:52;02:13:16;00:00:00;00:00:55;00:00:00;
Prime;268497701;2566 - RXN4I74;272313;29;04/05/2025;02/06/2025;31;13.519,40;466,19;269.189,80;282.715,00;122,00;58,71;63,67;4.837,70;2,79;212:20:42;208:02:54;09:20:41;230:15:24;99,00;1,00;210:13:54;02:06:48;07:19:20;27;0;1;53;33;528;0;186;99;00:00:54;00:00:00;00:00:02;09:20:41;00:11:27;04:17:48;00:00:00;01:01:06;01:58:52;
Prime;268497701;2568 - RXN4J14;262687;30;04/05/2025;03/06/2025;31;8.143,79;271,46;265.534,80;273.678,59;96,00;50,69;65,42;3.163,30;2,57;124:28:37;121:04:59;09:24:58;160:40:26;100,00;0,00;124:28:37;00:00:00;04:08:57;2;0;0;61;15;435;2;3;0;00:00:04;00:00:00;00:00:00;09:24:58;00:05:34;03:23:38;00:00:32;00:01:01;00:00:00;
Prime;268497701;2570 - RXN4I84;263681;28;04/05/2025;03/06/2025;31;9.365,50;334,48;272.469,70;281.835,20;93,00;56,76;66,46;3.683,00;2,54;140:55:24;139:01:51;08:23:49;164:59:56;100,00;0,00;140:55:24;00:00:00;05:01:59;6;0;5;48;18;193;0;0;0;00:00:13;00:00:00;00:00:10;08:23:49;00:05:51;01:53:33;00:00:00;00:00:00;00:00:00;
Prime;268497701;2572 - RXN1C04;263622;29;05/05/2025;03/06/2025;31;7.615,09;262,59;305.729,50;313.344,59;96,00;47,38;62,57;3.081,00;2,47;121:42:47;119:26:38;07:29:04;160:43:17;100,00;0,00;121:42:47;00:00:00;04:11:49;4;0;1;55;34;274;0;1;0;00:00:08;00:00:00;00:00:02;07:29:04;00:09:38;02:16:09;00:00:00;00:00:20;00:00:00;
Prime;268497701;2574 - RXN4E74;262604;29;05/05/2025;03/06/2025;31;6.482,89;223,55;325.992,70;332.475,59;98,00;52,28;66,20;2.175,20;2,98;97:56:01;97:13:08;11:13:18;124:00:12;100,00;0,00;97:56:01;00:00:00;03:22:37;10;0;0;58;12;85;0;0;0;00:00:20;00:00:00;00:00:00;11:13:18;00:04:05;00:42:53;00:00:00;00:00:00;00:00:00;
Prime;268497701;2576 - RXN4J24;263700;29;04/05/2025;03/06/2025;31;6.398,90;220,65;282.204,30;288.603,20;97,00;51,19;63,80;2.762,80;2,32;100:18:11;94:13:41;10:47:13;124:59:45;100,00;0,00;100:18:11;00:00:00;03:27:31;1;0;1;64;8;706;0;8;0;00:00:02;00:00:00;00:00:02;10:47:13;00:02:11;06:04:30;00:00:00;00:02:22;00:00:00;
Prime;268497701;2578 - RXN4J04;262716;28;04/05/2025;03/06/2025;31;8.185,70;292,35;34.774,10;42.959,80;94,00;54,81;66,71;2.891,50;2,83;122:42:47;117:22:42;03:22:57;149:20:25;100,00;0,00;122:42:47;00:00:00;04:22:57;8;0;1;27;18;519;0;1;0;00:00:16;00:00:00;00:00:03;03:22:57;00:03:34;05:20:05;00:00:00;00:00:18;00:00:00;
Prime;268497701;2580 - RXN4H84;261477;28;04/05/2025;03/06/2025;31;8.399,41;299,98;283.440,59;291.840,00;91,00;33,82;41,89;3.861,00;2,18;200:32:05;199:04:25;04:05:37;248:22:39;100,00;0,00;200:32:05;00:00:00;07:09:43;1;0;1;29;21;202;0;0;0;00:00:02;00:00:00;00:00:02;04:05:37;00:05:54;01:27:40;00:00:00;00:00:00;00:00:00;
Prime;268497701;2582 - RXN3G34;264339;31;04/05/2025;03/06/2025;31;6.486,41;209,24;284.961,09;291.447,50;97,00;40,56;65,96;2.870,00;2,26;98:20:18;88:38:18;38:52:51;159:56:06;100,00;0,00;98:20:18;00:00:00;03:10:20;0;0;3;99;18;1075;0;8;0;00:00:00;00:00:00;00:00:09;38:52:51;00:06:33;09:42:00;00:00:00;00:02:43;00:00:00;
Prime;268497701;2584 - RXN4F74;283030;28;04/05/2025;03/06/2025;31;5.878,90;209,96;287.692,80;293.571,70;102,00;49,75;69,38;2.527,00;2,33;84:44:02;73:28:24;14:04:07;118:10:10;100,00;0,00;84:44:02;00:00:00;03:01:34;27;0;1;60;4;1217;0;50;0;00:00:54;00:00:00;00:00:03;14:04:07;00:01:18;11:15:38;00:00:00;00:16:51;00:00:00;
Prime;268497701;2586 - RXN4G94;262999;31;04/05/2025;03/06/2025;31;7.379,60;238,05;279.432,30;286.811,90;98,00;53,70;65,83;2.773,00;2,66;112:05:46;108:55:36;07:23:50;137:25:14;100,00;0,00;112:05:46;00:00:00;03:36:58;0;0;0;48;10;352;0;1;0;00:00:00;00:00:00;00:00:00;07:23:50;00:03:26;03:10:10;00:00:00;00:00:30;00:00:00;
Prime;268497701;2588 - RXN4D34;263184;27;04/05/2025;03/06/2025;31;6.973,31;258,27;285.991,59;292.964,90;101,00;44,83;55,57;2.622,00;2,66;125:28:48;124:26:45;09:15:58;155:32:15;100,00;0,00;125:28:48;00:00:00;04:38:51;1;0;0;58;9;212;0;0;0;00:00:02;00:00:00;00:00:00;09:15:58;00:02:19;01:02:03;00:00:00;00:00:00;00:00:00;
Prime;268497701;2590 - RXM4C44;262612;31;04/05/2025;03/06/2025;31;8.393,20;270,75;304.745,00;313.138,20;99,00;47,01;66,26;3.491,50;2,40;126:40:23;121:09:25;17:56:15;178:32:47;100,00;0,00;126:40:23;00:00:00;04:05:10;5;0;2;88;31;519;0;11;0;00:00:10;00:00:00;00:00:06;17:56:15;00:08:09;05:30:58;00:00:00;00:03:43;00:00:00;
Prime;268497701;2592 - RXN4G54;263189;30;04/05/2025;03/06/2025;31;7.367,29;245,58;273.674,80;281.042,09;93,00;46,65;64,17;3.193,00;2,31;114:48:26;111:17:16;18:02:07;157:56:05;100,00;0,00;114:48:26;00:00:00;03:49:37;0;0;0;94;6;349;1;0;0;00:00:00;00:00:00;00:00:00;18:02:07;00:01:37;03:31:10;00:00:18;00:00:00;00:00:00;
Prime;268497701;2594 - RXN4E94;263176;29;05/05/2025;03/06/2025;31;10.318,09;355,80;281.535,00;291.853,30;106,00;49,40;53,91;0,00;0,00;191:24:19;191:24:19;00:00:00;208:50:58;100,00;0,00;191:24:19;00:00:00;06:36:01;80;0;11;0;0;0;0;3;0;00:02:43;00:00:00;00:00:22;00:00:00;00:00:00;00:00:00;00:00:00;00:01:00;00:00:00;
Prime;268497701;2596 - RXK6B44;263148;30;05/05/2025;03/06/2025;31;5.449,00;181,63;292.635,50;298.084,50;91,00;44,46;65,81;2.144,00;2,54;82:47:58;78:44:44;09:30:23;122:33:23;100,00;0,00;82:47:58;00:00:00;02:45:36;6;0;0;50;21;499;1;0;0;00:00:12;00:00:00;00:00:00;09:30:23;00:05:30;04:03:14;00:00:10;00:00:00;00:00:00;
Prime;268497701;2598 - RXN4G24;265321;30;04/05/2025;03/06/2025;31;6.888,00;229,60;262.215,80;269.103,80;96,00;45,66;57,71;2.759,50;2,50;119:21:02;119:20:39;06:54:14;150:51:33;100,00;0,00;119:21:02;00:00:00;03:58:42;0;0;1;48;20;1;0;0;0;00:00:00;00:00:00;00:00:02;06:54:14;00:02:58;00:00:23;00:00:00;00:00:00;00:00:00;
Prime;268497701;2600 - RXN4I04;264244;30;04/05/2025;03/06/2025;31;5.545,80;184,86;242.632,40;248.178,20;97,00;41,80;67,97;2.588,00;2,14;81:35:26;80:02:19;25:26:00;132:41:04;100,00;0,00;81:35:26;00:00:00;02:43:11;24;0;1;85;20;224;6;1;0;00:00:48;00:00:00;00:00:02;25:26:00;00:04:53;01:33:07;00:01:16;00:00:17;00:00:00;
Prime;268497701;2602 - RXN4F54;263274;28;05/05/2025;03/06/2025;31;5.506,30;196,65;295.033,20;300.539,50;95,00;35,96;59,61;2.144,50;2,57;92:22:45;91:52:37;18:32:55;153:07:19;100,00;0,00;92:22:45;00:00:00;03:17:57;63;0;0;96;25;74;0;0;0;00:02:10;00:00:00;00:00:00;18:32:55;00:07:33;00:30:08;00:00:00;00:00:00;00:00:00;
Prime;268497701;2604 - RXN4A84;265316;30;04/05/2025;03/06/2025;31;5.421,00;180,70;290.753,00;296.174,00;93,00;40,96;66,43;2.393,00;2,27;81:36:19;78:53:50;16:28:52;132:20:17;100,00;0,00;81:36:19;00:00:00;02:43:13;0;0;0;81;21;287;0;0;0;00:00:00;00:00:00;00:00:00;16:28:52;00:03:05;02:42:29;00:00:00;00:00:00;00:00:00;
Prime;268497701;2606 - RXN4E24;264141;29;04/05/2025;03/06/2025;31;6.982,80;240,79;307.554,20;314.537,00;95,00;38,24;67,39;3.010,00;2,32;103:37:27;98:13:18;09:52:05;182:35:18;100,00;0,00;103:37:27;00:00:00;03:34:24;2;0;5;71;15;657;0;0;0;00:00:04;00:00:00;00:00:10;09:52:05;00:04:31;05:24:09;00:00:00;00:00:00;00:00:00;
Prime;268497701;2608 - RXM4C14;263675;26;04/05/2025;03/06/2025;31;8.209,90;315,77;281.923,00;290.132,90;88,00;48,62;59,35;3.831,50;2,14;138:20:21;136:28:59;09:22:39;168:50:54;100,00;0,00;138:20:21;00:00:00;05:19:15;0;0;0;68;14;248;0;0;0;00:00:00;00:00:00;00:00:00;09:22:39;00:03:52;01:51:22;00:00:00;00:00:00;00:00:00;
Prime;268497701;2610 - RXM4B94;263976;30;04/05/2025;03/06/2025;31;6.974,80;232,49;256.490,40;263.465,20;96,00;49,95;64,07;2.962,50;2,35;108:51:39;103:09:17;09:17:16;139:38:39;100,00;0,00;108:51:39;00:00:00;03:37:43;2;0;2;49;42;677;0;0;0;00:00:04;00:00:00;00:00:04;09:17:16;00:10:30;05:42:22;00:00:00;00:00:00;00:00:00;
Prime;268497701;2612 - RXM5C14;263841;31;04/05/2025;03/06/2025;31;13.121,20;423,26;277.330,20;290.451,40;101,00;56,62;66,25;5.072,50;2,59;198:03:01;190:56:40;07:43:19;231:43:48;100,00;0,00;198:03:01;00:00:00;06:23:19;5;0;3;47;17;927;0;2;0;00:00:10;00:00:00;00:00:07;07:43:19;00:04:14;07:06:21;00:00:00;00:00:35;00:00:00;
Prime;268497701;2614 - RXM3F04;263949;30;04/05/2025;02/06/2025;31;8.272,40;275,75;250.264,30;258.536,70;100,00;49,91;68,96;3.001,50;2,76;119:57:14;114:44:17;14:21:45;165:44:38;100,00;0,00;119:57:14;00:00:00;03:59:54;11;0;0;78;16;483;7;32;0;00:00:22;00:00:00;00:00:00;14:21:45;00:04:58;05:12:57;00:01:46;00:11:04;00:00:00;
Prime;268497701;2616 - RXM4J94;263402;27;04/05/2025;03/06/2025;31;7.863,70;291,25;299.905,30;307.769,00;92,00;37,37;52,12;2.976,50;2,64;150:52:05;148:16:32;02:59:34;210:26:02;100,00;0,00;150:52:05;00:00:00;05:35:16;1;0;1;24;16;313;0;0;0;00:00:02;00:00:00;00:00:02;02:59:34;00:05:30;02:35:33;00:00:00;00:00:00;00:00:00;
Prime;268497701;2618 - RXN4H54;262678;29;06/05/2025;03/06/2025;31;8.134,70;280,51;252.352,10;260.486,80;98,00;49,58;61,58;3.624,50;2,24;132:06:10;111:33:44;12:12:18;164:04:31;100,00;0,00;132:06:10;00:00:00;04:33:19;8;0;3;75;19;1584;23;9;0;00:00:16;00:00:00;00:00:06;12:12:18;00:03:22;20:32:26;00:05:40;00:03:21;00:00:00;
